frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[497.8061218261719 258.3546142578125 616.9829711914062 305.8410949707031],[497.8061218261719 258.3546142578125 616.9829711914062 305.8410949707031],0.3467470407485962,FZM RXIJ,0.5225324870457615
